Date,Seller_Name,Product_Type,Quantity,Price_Per_Unit,Total_Amount,Daily_Total,Daily_Items_Sold
2023-04-12,Coronation_bakery,BROWNIE,17,54,916,15830,603
2023-04-12,Coronation_bakery,BUN,23,17,390,15830,603
2023-04-12,Coronation_bakery,CAKE,145,26,3631,15830,603
2023-04-12,Coronation_bakery,FRESH CREAM CAKE,3,42,125,15830,603
2023-04-12,Tea_Bench,ICE TEA,34,27,910,15830,603
2023-04-12,Tea_Bench,ICECREAM,21,41,849,15830,603
2023-04-12,Shanmuga_Nadar,KAARAM,19,58,1100,15830,603
2023-04-12,Coronation_bakery,MACAROON,1,130,130,15830,603
2023-04-12,Nomadic_Bites,PUFFS,67,16,1035,15830,603
2023-04-12,Coronation_bakery,RUSK & BREAD,17,55,926,15830,603
2023-04-12,Coronation_bakery,SWEETS,7,43,295,15830,603
2023-04-12,Tea_Bench,TEA AND COFFEE,242,22,5123,15830,603
2023-04-13,Coronation_bakery,BISCUIT,4,65,260,17265,644
2023-04-13,Coronation_bakery,BROWNIE,7,65,455,17265,644
2023-04-13,Coronation_bakery,BUN,73,20,1404,17265,644
2023-04-13,Coronation_bakery,CAKE,142,31,4346,17265,644
2023-04-13,Coronation_bakery,FRESH CREAM CAKE,3,42,125,17265,644
2023-04-13,Tea_Bench,ICE TEA,45,27,1200,17265,644
2023-04-13,Tea_Bench,ICECREAM,21,20,420,17265,644
2023-04-13,Shanmuga_Nadar,KAARAM,11,55,595,17265,644
2023-04-13,Coronation_bakery,MACAROON,8,106,845,17265,644
2023-04-13,Nomadic_Bites,PUFFS,63,16,1002,17265,644
2023-04-13,Coronation_bakery,RUSK & BREAD,19,70,1319,17265,644
2023-04-13,Coronation_bakery,SWEETS,22,23,505,17265,644
2023-04-13,Tea_Bench,TEA AND COFFEE,226,22,4789,17265,644
2023-04-14,Coronation_bakery,BISCUIT,10,66,655,13267,410
2023-04-14,Coronation_bakery,BROWNIE,16,60,959,13267,410
2023-04-14,Coronation_bakery,BUN,23,19,418,13267,410
2023-04-14,Coronation_bakery,CAKE,86,31,2631,13267,410
2023-04-14,Coronation_bakery,FRESH CREAM CAKE,16,42,665,13267,410
2023-04-14,Tea_Bench,ICE TEA,26,28,720,13267,410
2023-04-14,Tea_Bench,ICECREAM,22,28,597,13267,410
2023-04-14,Shanmuga_Nadar,KAARAM,15,55,815,13267,410
2023-04-14,Coronation_bakery,MACAROON,7,103,715,13267,410
2023-04-14,Tea_Bench,MILKSHAKE,2,100,200,13267,410
2023-04-14,Tea_Bench,MOJITOS,1,90,90,13267,410
2023-04-14,Coronation_bakery,RUSK & BREAD,12,59,708,13267,410
2023-04-14,Coronation_bakery,SWEETS,7,50,350,13267,410
2023-04-14,Tea_Bench,TEA AND COFFEE,167,23,3744,13267,410
2023-04-15,Coronation_bakery,BISCUIT,3,50,150,15931,593
2023-04-15,Coronation_bakery,BROWNIE,11,63,688,15931,593
2023-04-15,Coronation_bakery,BUN,34,19,617,15931,593
2023-04-15,Coronation_bakery,CAKE,120,32,3815,15931,593
2023-04-15,Coronation_bakery,FRESH CREAM CAKE,1,40,40,15931,593
2023-04-15,Tea_Bench,ICE TEA,41,29,1150,15931,593
2023-04-15,Tea_Bench,ICECREAM,50,19,945,15931,593
2023-04-15,Shanmuga_Nadar,KAARAM,19,76,1440,15931,593
2023-04-15,Coronation_bakery,MACAROON,4,82,325,15931,593
2023-04-15,Tea_Bench,MILKSHAKE,2,100,200,15931,593
2023-04-15,Tea_Bench,MOJITOS,4,90,360,15931,593
2023-04-15,Nomadic_Bites,PUFFS,69,16,1095,15931,593
2023-04-15,Coronation_bakery,RUSK & BREAD,11,49,534,15931,593
2023-04-15,Coronation_bakery,SWEETS,17,21,355,15931,593
2023-04-15,Tea_Bench,TEA AND COFFEE,207,21,4217,15931,593
2023-04-16,Coronation_bakery,BISCUIT,6,67,400,13826,419
2023-04-16,Coronation_bakery,BROWNIE,25,56,1382,13826,419
2023-04-16,Coronation_bakery,BUN,36,19,657,13826,419
2023-04-16,Coronation_bakery,CAKE,126,35,4373,13826,419
2023-04-16,Coronation_bakery,FRESH CREAM CAKE,11,43,467,13826,419
2023-04-16,Tea_Bench,ICE TEA,31,27,810,13826,419
2023-04-16,Tea_Bench,ICECREAM,33,29,956,13826,419
2023-04-16,Shanmuga_Nadar,KAARAM,12,48,565,13826,419
2023-04-16,Tea_Bench,MILKSHAKE,2,100,200,13826,419
2023-04-16,Coronation_bakery,RUSK & BREAD,17,59,989,13826,419
2023-04-16,Coronation_bakery,SWEETS,13,37,475,13826,419
2023-04-16,Tea_Bench,TEA AND COFFEE,107,24,2552,13826,419
2023-04-17,Coronation_bakery,BISCUIT,11,63,685,15702,607
2023-04-17,Coronation_bakery,BROWNIE,18,53,954,15702,607
2023-04-17,Coronation_bakery,BUN,46,19,850,15702,607
2023-04-17,Coronation_bakery,CAKE,88,33,2888,15702,607
2023-04-17,Coronation_bakery,FRESH CREAM CAKE,8,43,337,15702,607
2023-04-17,Tea_Bench,ICE TEA,37,25,900,15702,607
2023-04-17,Tea_Bench,ICECREAM,62,12,725,15702,607
2023-04-17,Shanmuga_Nadar,KAARAM,21,55,1145,15702,607
2023-04-17,Coronation_bakery,MACAROON,6,87,520,15702,607
2023-04-17,Nomadic_Bites,PUFFS,57,16,909,15702,607
2023-04-17,Coronation_bakery,RUSK & BREAD,13,56,716,15702,607
2023-04-17,Coronation_bakery,SWEETS,21,22,455,15702,607
2023-04-17,Tea_Bench,TEA AND COFFEE,219,22,4618,15702,607
2023-04-18,Coronation_bakery,BISCUIT,4,63,250,15103,536
2023-04-18,Coronation_bakery,BROWNIE,2,65,130,15103,536
2023-04-18,Coronation_bakery,BUN,54,20,1031,15103,536
2023-04-18,Coronation_bakery,CAKE,80,37,2891,15103,536
2023-04-18,Coronation_bakery,FRESH CREAM CAKE,3,44,130,15103,536
2023-04-18,Tea_Bench,ICE TEA,25,29,710,15103,536
2023-04-18,Tea_Bench,ICECREAM,26,8,200,15103,536
2023-04-18,Shanmuga_Nadar,KAARAM,28,63,1760,15103,536
2023-04-18,Coronation_bakery,MACAROON,3,109,325,15103,536
2023-04-18,Nomadic_Bites,PUFFS,63,16,1005,15103,536
2023-04-18,Coronation_bakery,RUSK & BREAD,15,66,979,15103,536
2023-04-18,Coronation_bakery,SWEETS,19,32,605,15103,536
2023-04-18,Tea_Bench,TEA AND COFFEE,214,24,5087,15103,536
2023-04-19,Coronation_bakery,BISCUIT,6,84,500,16320,595
2023-04-19,Coronation_bakery,BROWNIE,13,49,629,16320,595
2023-04-19,Coronation_bakery,BUN,35,18,616,16320,595
2023-04-19,Coronation_bakery,CAKE,109,31,3336,16320,595
2023-04-19,Coronation_bakery,FRESH CREAM CAKE,8,42,335,16320,595
2023-04-19,Tea_Bench,ICE TEA,27,25,660,16320,595
2023-04-19,Tea_Bench,ICECREAM,22,17,370,16320,595
2023-04-19,Shanmuga_Nadar,KAARAM,24,60,1425,16320,595
2023-04-19,Coronation_bakery,MACAROON,2,130,260,16320,595
2023-04-19,Nomadic_Bites,PUFFS,54,17,870,16320,595
2023-04-19,Coronation_bakery,RUSK & BREAD,27,55,1463,16320,595
2023-04-19,Coronation_bakery,SWEETS,11,31,335,16320,595
2023-04-19,Tea_Bench,TEA AND COFFEE,257,22,5521,16320,595
2023-04-20,Coronation_bakery,BISCUIT,6,54,320,13905,573
2023-04-20,Coronation_bakery,BROWNIE,5,49,244,13905,573
2023-04-20,Coronation_bakery,BUN,28,18,483,13905,573
2023-04-20,Coronation_bakery,CAKE,106,21,2137,13905,573
2023-04-20,Coronation_bakery,FRESH CREAM CAKE,14,42,583,13905,573
2023-04-20,Tea_Bench,ICE TEA,36,25,880,13905,573
2023-04-20,Tea_Bench,ICECREAM,31,18,557,13905,573
2023-04-20,Shanmuga_Nadar,KAARAM,6,57,340,13905,573
2023-04-20,Coronation_bakery,MACAROON,6,87,520,13905,573
2023-04-20,Tea_Bench,MILKSHAKE,1,100,100,13905,573
2023-04-20,Tea_Bench,MOJITOS,2,90,180,13905,573
2023-04-20,Nomadic_Bites,PUFFS,58,17,930,13905,573
2023-04-20,Coronation_bakery,RUSK & BREAD,13,67,860,13905,573
2023-04-20,Coronation_bakery,SWEETS,27,26,695,13905,573
2023-04-20,Tea_Bench,TEA AND COFFEE,234,22,5076,13905,573
2023-04-21,Coronation_bakery,BISCUIT,12,67,800,15922,560
2023-04-21,Coronation_bakery,BROWNIE,9,50,450,15922,560
2023-04-21,Coronation_bakery,BUN,34,20,652,15922,560
2023-04-21,Coronation_bakery,CAKE,106,29,2990,15922,560
2023-04-21,Coronation_bakery,FRESH CREAM CAKE,11,43,467,15922,560
2023-04-21,Tea_Bench,ICE TEA,24,27,640,15922,560
2023-04-21,Tea_Bench,ICECREAM,19,21,390,15922,560
2023-04-21,Shanmuga_Nadar,KAARAM,28,55,1525,15922,560
2023-04-21,Coronation_bakery,MACAROON,7,75,520,15922,560
2023-04-21,Nomadic_Bites,PUFFS,54,17,867,15922,560
2023-04-21,Coronation_bakery,RUSK & BREAD,15,68,1020,15922,560
2023-04-21,Coronation_bakery,SWEETS,19,26,490,15922,560
2023-04-21,Tea_Bench,TEA AND COFFEE,222,24,5111,15922,560
2023-04-22,Coronation_bakery,BISCUIT,9,69,615,16505,593
2023-04-22,Coronation_bakery,BROWNIE,23,55,1252,16505,593
2023-04-22,Coronation_bakery,BUN,51,20,985,16505,593
2023-04-22,Coronation_bakery,CAKE,104,29,2944,16505,593
2023-04-22,Coronation_bakery,FRESH CREAM CAKE,6,41,244,16505,593
2023-04-22,Tea_Bench,ICE TEA,27,25,650,16505,593
2023-04-22,Tea_Bench,ICECREAM,65,24,1500,16505,593
2023-04-22,Shanmuga_Nadar,KAARAM,23,55,1260,16505,593
2023-04-22,Coronation_bakery,MACAROON,4,114,455,16505,593
2023-04-22,Tea_Bench,MILKSHAKE,1,100,100,16505,593
2023-04-22,Tea_Bench,MOJITOS,1,90,90,16505,593
2023-04-22,Nomadic_Bites,PUFFS,55,17,882,16505,593
2023-04-22,Coronation_bakery,RUSK & BREAD,11,56,606,16505,593
2023-04-22,Coronation_bakery,SWEETS,15,29,430,16505,593
2023-04-22,Tea_Bench,TEA AND COFFEE,198,23,4492,16505,593
2023-04-23,Coronation_bakery,BISCUIT,5,60,300,11494,394
2023-04-23,Coronation_bakery,BROWNIE,7,46,320,11494,394
2023-04-23,Coronation_bakery,BUN,34,18,603,11494,394
2023-04-23,Coronation_bakery,CAKE,114,33,3715,11494,394
2023-04-23,Coronation_bakery,FRESH CREAM CAKE,2,41,82,11494,394
2023-04-23,Tea_Bench,ICE TEA,33,25,820,11494,394
2023-04-23,Tea_Bench,ICECREAM,28,20,558,11494,394
2023-04-23,Shanmuga_Nadar,KAARAM,15,57,850,11494,394
2023-04-23,Coronation_bakery,MACAROON,3,87,260,11494,394
2023-04-23,Tea_Bench,MILKSHAKE,1,100,100,11494,394
2023-04-23,Coronation_bakery,RUSK & BREAD,10,66,656,11494,394
2023-04-23,Coronation_bakery,SWEETS,21,23,470,11494,394
2023-04-23,Tea_Bench,TEA AND COFFEE,121,23,2760,11494,394
2023-04-24,Coronation_bakery,BISCUIT,4,67,265,18462,689
2023-04-24,Coronation_bakery,BROWNIE,14,54,748,18462,689
2023-04-24,Coronation_bakery,BUN,55,19,1023,18462,689
2023-04-24,Coronation_bakery,CAKE,101,29,2874,18462,689
2023-04-24,Coronation_bakery,FRESH CREAM CAKE,10,43,428,18462,689
2023-04-24,Tea_Bench,ICE TEA,22,27,590,18462,689
2023-04-24,Tea_Bench,ICECREAM,53,25,1280,18462,689
2023-04-24,Shanmuga_Nadar,KAARAM,34,66,2215,18462,689
2023-04-24,Coronation_bakery,MACAROON,6,98,585,18462,689
2023-04-24,Tea_Bench,MILKSHAKE,1,100,100,18462,689
2023-04-24,Nomadic_Bites,PUFFS,62,16,990,18462,689
2023-04-24,Coronation_bakery,RUSK & BREAD,10,55,548,18462,689
2023-04-24,Coronation_bakery,SWEETS,24,28,670,18462,689
2023-04-24,Tea_Bench,TEA AND COFFEE,293,21,6146,18462,689
2023-04-25,Coronation_bakery,BISCUIT,7,65,455,15180,570
2023-04-25,Coronation_bakery,BROWNIE,15,56,840,15180,570
2023-04-25,Coronation_bakery,BUN,13,19,246,15180,570
2023-04-25,Coronation_bakery,CAKE,95,33,3077,15180,570
2023-04-25,Coronation_bakery,FRESH CREAM CAKE,1,40,40,15180,570
2023-04-25,Tea_Bench,ICE TEA,22,24,510,15180,570
2023-04-25,Tea_Bench,ICECREAM,12,9,102,15180,570
2023-04-25,Shanmuga_Nadar,KAARAM,21,57,1195,15180,570
2023-04-25,Coronation_bakery,MACAROON,1,65,65,15180,570
2023-04-25,Tea_Bench,MILKSHAKE,4,100,400,15180,570
2023-04-25,Nomadic_Bites,PUFFS,55,17,882,15180,570
2023-04-25,Coronation_bakery,RUSK & BREAD,15,60,890,15180,570
2023-04-25,Coronation_bakery,SWEETS,6,21,125,15180,570
2023-04-25,Tea_Bench,TEA AND COFFEE,303,21,6353,15180,570
2023-04-26,Coronation_bakery,BISCUIT,5,62,310,15248,627
2023-04-26,Coronation_bakery,BROWNIE,17,50,835,15248,627
2023-04-26,Coronation_bakery,BUN,33,19,597,15248,627
2023-04-26,Coronation_bakery,CAKE,93,22,1991,15248,627
2023-04-26,Coronation_bakery,FRESH CREAM CAKE,3,41,122,15248,627
2023-04-26,Tea_Bench,ICE TEA,27,26,680,15248,627
2023-04-26,Tea_Bench,ICECREAM,32,23,705,15248,627
2023-04-26,Shanmuga_Nadar,KAARAM,16,54,855,15248,627
2023-04-26,Coronation_bakery,MACAROON,3,130,390,15248,627
2023-04-26,Tea_Bench,MOJITOS,2,90,180,15248,627
2023-04-26,Nomadic_Bites,PUFFS,60,16,957,15248,627
2023-04-26,Coronation_bakery,RUSK & BREAD,24,56,1331,15248,627
2023-04-26,Coronation_bakery,SWEETS,19,17,320,15248,627
2023-04-26,Tea_Bench,TEA AND COFFEE,293,21,5975,15248,627
2023-04-27,Coronation_bakery,BISCUIT,12,65,780,20030,751
2023-04-27,Coronation_bakery,BROWNIE,28,51,1415,20030,751
2023-04-27,Coronation_bakery,BUN,37,20,712,20030,751
2023-04-27,Coronation_bakery,CAKE,131,32,4138,20030,751
2023-04-27,Coronation_bakery,FRESH CREAM CAKE,20,42,834,20030,751
2023-04-27,Tea_Bench,ICE TEA,17,30,500,20030,751
2023-04-27,Tea_Bench,ICECREAM,61,20,1185,20030,751
2023-04-27,Shanmuga_Nadar,KAARAM,15,43,635,20030,751
2023-04-27,Coronation_bakery,MACAROON,3,65,195,20030,751
2023-04-27,Tea_Bench,MOJITOS,1,90,90,20030,751
2023-04-27,Nomadic_Bites,PUFFS,60,17,969,20030,751
2023-04-27,Coronation_bakery,RUSK & BREAD,16,69,1100,20030,751
2023-04-27,Coronation_bakery,SWEETS,26,28,720,20030,751
2023-04-27,Tea_Bench,TEA AND COFFEE,324,21,6757,20030,751
2023-04-28,Coronation_bakery,BISCUIT,7,52,360,17407,658
2023-04-28,Coronation_bakery,BROWNIE,12,63,753,17407,658
2023-04-28,Coronation_bakery,BUN,61,18,1080,17407,658
2023-04-28,Coronation_bakery,CAKE,116,28,3247,17407,658
2023-04-28,Coronation_bakery,FRESH CREAM CAKE,7,42,294,17407,658
2023-04-28,Tea_Bench,ICE TEA,30,25,750,17407,658
2023-04-28,Tea_Bench,ICECREAM,7,20,140,17407,658
2023-04-28,Shanmuga_Nadar,KAARAM,28,49,1370,17407,658
2023-04-28,Coronation_bakery,MACAROON,7,65,455,17407,658
2023-04-28,Tea_Bench,MILKSHAKE,2,100,200,17407,658
2023-04-28,Nomadic_Bites,PUFFS,57,17,915,17407,658
2023-04-28,Coronation_bakery,RUSK & BREAD,22,63,1373,17407,658
2023-04-28,Coronation_bakery,SWEETS,31,19,570,17407,658
2023-04-28,Tea_Bench,TEA AND COFFEE,271,22,5900,17407,658
2023-04-29,Coronation_bakery,BISCUIT,25,71,1775,21292,750
2023-04-29,Coronation_bakery,BROWNIE,17,50,835,21292,750
2023-04-29,Coronation_bakery,BUN,30,18,530,21292,750
2023-04-29,Coronation_bakery,CAKE,149,31,4539,21292,750
2023-04-29,Coronation_bakery,FRESH CREAM CAKE,12,41,490,21292,750
2023-04-29,Tea_Bench,ICE TEA,28,25,700,21292,750
2023-04-29,Tea_Bench,ICECREAM,49,31,1485,21292,750
2023-04-29,Shanmuga_Nadar,KAARAM,23,55,1255,21292,750
2023-04-29,Coronation_bakery,MACAROON,5,130,650,21292,750
2023-04-29,Tea_Bench,MILKSHAKE,1,100,100,21292,750
2023-04-29,Nomadic_Bites,PUFFS,54,16,864,21292,750
2023-04-29,Coronation_bakery,RUSK & BREAD,16,58,923,21292,750
2023-04-29,Coronation_bakery,SWEETS,15,21,315,21292,750
2023-04-29,Tea_Bench,TEA AND COFFEE,326,21,6831,21292,750
2023-04-30,Coronation_bakery,BISCUIT,8,64,505,17190,613
2023-04-30,Coronation_bakery,BROWNIE,3,56,168,17190,613
2023-04-30,Coronation_bakery,BUN,42,20,840,17190,613
2023-04-30,Coronation_bakery,CAKE,234,23,5165,17190,613
2023-04-30,Tea_Bench,ICE TEA,21,28,580,17190,613
2023-04-30,Tea_Bench,ICECREAM,50,30,1460,17190,613
2023-04-30,Shanmuga_Nadar,KAARAM,28,64,1765,17190,613
2023-04-30,Coronation_bakery,MACAROON,14,112,1560,17190,613
2023-04-30,Coronation_bakery,RUSK & BREAD,14,62,868,17190,613
2023-04-30,Coronation_bakery,SWEETS,14,15,210,17190,613
2023-04-30,Tea_Bench,TEA AND COFFEE,185,22,4069,17190,613
2023-05-01,Coronation_bakery,BISCUIT,8,65,520,15579,602
2023-05-01,Coronation_bakery,BROWNIE,10,55,542,15579,602
2023-05-01,Coronation_bakery,BUN,40,20,793,15579,602
2023-05-01,Coronation_bakery,CAKE,95,31,2862,15579,602
2023-05-01,Coronation_bakery,FRESH CREAM CAKE,20,43,842,15579,602
2023-05-01,Tea_Bench,ICE TEA,24,29,680,15579,602
2023-05-01,Tea_Bench,ICECREAM,52,29,1495,15579,602
2023-05-01,Shanmuga_Nadar,KAARAM,10,46,455,15579,602
2023-05-01,Coronation_bakery,MACAROON,3,65,195,15579,602
2023-05-01,Nomadic_Bites,PUFFS,71,16,1119,15579,602
2023-05-01,Coronation_bakery,RUSK & BREAD,11,58,628,15579,602
2023-05-01,Coronation_bakery,SWEETS,5,29,145,15579,602
2023-05-01,Tea_Bench,TEA AND COFFEE,253,21,5303,15579,602
2023-05-02,Coronation_bakery,BISCUIT,10,61,610,16450,603
2023-05-02,Coronation_bakery,BROWNIE,15,55,813,16450,603
2023-05-02,Coronation_bakery,BUN,21,17,350,16450,603
2023-05-02,Coronation_bakery,CAKE,122,30,3553,16450,603
2023-05-02,Coronation_bakery,FRESH CREAM CAKE,3,41,122,16450,603
2023-05-02,Tea_Bench,ICE TEA,13,24,300,16450,603
2023-05-02,Tea_Bench,ICECREAM,36,15,525,16450,603
2023-05-02,Shanmuga_Nadar,KAARAM,34,56,1875,16450,603
2023-05-02,Coronation_bakery,MACAROON,7,84,585,16450,603
2023-05-02,Nomadic_Bites,PUFFS,54,16,858,16450,603
2023-05-02,Coronation_bakery,RUSK & BREAD,12,68,805,16450,603
2023-05-02,Coronation_bakery,SWEETS,11,22,235,16450,603
2023-05-02,Tea_Bench,TEA AND COFFEE,265,22,5819,16450,603
2023-05-03,Coronation_bakery,BISCUIT,3,69,205,19712,806
2023-05-03,Coronation_bakery,BROWNIE,16,47,743,19712,806
2023-05-03,Coronation_bakery,BUN,51,19,922,19712,806
2023-05-03,Coronation_bakery,CAKE,271,23,6199,19712,806
2023-05-03,Coronation_bakery,FRESH CREAM CAKE,7,43,299,19712,806
2023-05-03,Tea_Bench,ICE TEA,12,30,360,19712,806
2023-05-03,Tea_Bench,ICECREAM,27,24,625,19712,806
2023-05-03,Shanmuga_Nadar,KAARAM,17,58,985,19712,806
2023-05-03,Coronation_bakery,MACAROON,1,130,130,19712,806
2023-05-03,Nomadic_Bites,PUFFS,85,16,1332,19712,806
2023-05-03,Coronation_bakery,RUSK & BREAD,21,67,1387,19712,806
2023-05-03,Coronation_bakery,SWEETS,17,27,445,19712,806
2023-05-03,Tea_Bench,TEA AND COFFEE,278,22,6080,19712,806
2023-05-04,Coronation_bakery,BISCUIT,12,59,700,20417,776
2023-05-04,Coronation_bakery,BROWNIE,22,54,1187,20417,776
2023-05-04,Coronation_bakery,BUN,38,20,725,20417,776
2023-05-04,Coronation_bakery,CAKE,148,27,3908,20417,776
2023-05-04,Coronation_bakery,FRESH CREAM CAKE,17,41,697,20417,776
2023-05-04,Tea_Bench,ICE TEA,12,30,360,20417,776
2023-05-04,Tea_Bench,ICECREAM,25,25,610,20417,776
2023-05-04,Shanmuga_Nadar,KAARAM,36,53,1880,20417,776
2023-05-04,Coronation_bakery,MACAROON,3,109,325,20417,776
2023-05-04,Tea_Bench,MILKSHAKE,1,100,100,20417,776
2023-05-04,Nomadic_Bites,PUFFS,91,16,1419,20417,776
2023-05-04,Coronation_bakery,RUSK & BREAD,17,61,1025,20417,776
2023-05-04,Coronation_bakery,SWEETS,25,21,510,20417,776
2023-05-04,Tea_Bench,TEA AND COFFEE,329,22,6971,20417,776
2023-05-06,Coronation_bakery,BISCUIT,10,69,685,14507,620
2023-05-06,Coronation_bakery,BROWNIE,8,55,439,14507,620
2023-05-06,Coronation_bakery,BUN,29,19,524,14507,620
2023-05-06,Coronation_bakery,CAKE,44,27,1176,14507,620
2023-05-06,Coronation_bakery,FRESH CREAM CAKE,13,41,529,14507,620
2023-05-06,Tea_Bench,ICE TEA,9,29,260,14507,620
2023-05-06,Tea_Bench,ICECREAM,17,30,510,14507,620
2023-05-06,Shanmuga_Nadar,KAARAM,18,58,1030,14507,620
2023-05-06,Coronation_bakery,MACAROON,3,130,390,14507,620
2023-05-06,Nomadic_Bites,PUFFS,81,16,1278,14507,620
2023-05-06,Coronation_bakery,RUSK & BREAD,10,59,584,14507,620
2023-05-06,Coronation_bakery,SWEETS,5,38,190,14507,620
2023-05-06,Tea_Bench,TEA AND COFFEE,373,19,6912,14507,620
2023-05-07,Coronation_bakery,BISCUIT,13,63,810,16693,492
2023-05-07,Coronation_bakery,BROWNIE,12,45,537,16693,492
2023-05-07,Coronation_bakery,BUN,37,20,726,16693,492
2023-05-07,Coronation_bakery,CAKE,123,39,4703,16693,492
2023-05-07,Coronation_bakery,FRESH CREAM CAKE,18,43,768,16693,492
2023-05-07,Tea_Bench,ICE TEA,11,29,310,16693,492
2023-05-07,Tea_Bench,ICECREAM,25,30,740,16693,492
2023-05-07,Shanmuga_Nadar,KAARAM,33,55,1815,16693,492
2023-05-07,Coronation_bakery,MACAROON,6,109,650,16693,492
2023-05-07,Tea_Bench,MOJITOS,1,90,90,16693,492
2023-05-07,Coronation_bakery,RUSK & BREAD,20,63,1254,16693,492
2023-05-07,Coronation_bakery,SWEETS,26,23,590,16693,492
2023-05-07,Tea_Bench,TEA AND COFFEE,167,23,3700,16693,492
2023-05-08,Coronation_bakery,BISCUIT,10,75,750,17859,642
2023-05-08,Coronation_bakery,BROWNIE,22,56,1214,17859,642
2023-05-08,Coronation_bakery,BUN,42,19,770,17859,642
2023-05-08,Coronation_bakery,CAKE,105,35,3577,17859,642
2023-05-08,Coronation_bakery,FRESH CREAM CAKE,12,42,497,17859,642
2023-05-08,Tea_Bench,ICE TEA,15,28,420,17859,642
2023-05-08,Tea_Bench,ICECREAM,17,12,200,17859,642
2023-05-08,Shanmuga_Nadar,KAARAM,28,59,1625,17859,642
2023-05-08,Coronation_bakery,MACAROON,2,98,195,17859,642
2023-05-08,Nomadic_Bites,PUFFS,75,17,1209,17859,642
2023-05-08,Coronation_bakery,RUSK & BREAD,16,56,893,17859,642
2023-05-08,Coronation_bakery,SWEETS,14,29,395,17859,642
2023-05-08,Tea_Bench,TEA AND COFFEE,284,22,6114,17859,642
2023-05-09,Coronation_bakery,BISCUIT,6,59,350,17428,672
2023-05-09,Coronation_bakery,BROWNIE,9,47,423,17428,672
2023-05-09,Coronation_bakery,BUN,24,20,473,17428,672
2023-05-09,Coronation_bakery,CAKE,122,28,3298,17428,672
2023-05-09,Coronation_bakery,FRESH CREAM CAKE,5,41,205,17428,672
2023-05-09,Tea_Bench,ICE TEA,37,26,950,17428,672
2023-05-09,Tea_Bench,ICECREAM,24,24,570,17428,672
2023-05-09,Shanmuga_Nadar,KAARAM,21,68,1420,17428,672
2023-05-09,Coronation_bakery,MACAROON,1,65,65,17428,672
2023-05-09,Nomadic_Bites,PUFFS,83,17,1329,17428,672
2023-05-09,Coronation_bakery,RUSK & BREAD,26,68,1745,17428,672
2023-05-09,Coronation_bakery,SWEETS,4,42,165,17428,672
2023-05-09,Tea_Bench,TEA AND COFFEE,310,21,6435,17428,672
2023-05-10,Coronation_bakery,BISCUIT,7,59,410,19763,702
2023-05-10,Coronation_bakery,BROWNIE,18,53,954,19763,702
2023-05-10,Coronation_bakery,BUN,48,19,904,19763,702
2023-05-10,Coronation_bakery,CAKE,117,34,3893,19763,702
2023-05-10,Coronation_bakery,FRESH CREAM CAKE,8,42,334,19763,702
2023-05-10,Tea_Bench,ICE TEA,14,30,410,19763,702
2023-05-10,Tea_Bench,ICECREAM,37,31,1135,19763,702
2023-05-10,Shanmuga_Nadar,KAARAM,13,59,765,19763,702
2023-05-10,Coronation_bakery,MACAROON,10,78,780,19763,702
2023-05-10,Tea_Bench,MOJITOS,2,90,180,19763,702
2023-05-10,Nomadic_Bites,PUFFS,89,17,1425,19763,702
2023-05-10,Coronation_bakery,RUSK & BREAD,32,65,2076,19763,702
2023-05-10,Coronation_bakery,SWEETS,7,33,225,19763,702
2023-05-10,Tea_Bench,TEA AND COFFEE,300,21,6272,19763,702
2023-05-11,Coronation_bakery,BISCUIT,12,73,865,24802,831
2023-05-11,Coronation_bakery,BROWNIE,24,52,1236,24802,831
2023-05-11,Coronation_bakery,BUN,46,19,843,24802,831
2023-05-11,Coronation_bakery,CAKE,182,35,6357,24802,831
2023-05-11,Coronation_bakery,FRESH CREAM CAKE,3,41,122,24802,831
2023-05-11,Tea_Bench,ICE TEA,18,28,490,24802,831
2023-05-11,Tea_Bench,ICECREAM,73,36,2625,24802,831
2023-05-11,Shanmuga_Nadar,KAARAM,44,45,1970,24802,831
2023-05-11,Coronation_bakery,MACAROON,2,65,130,24802,831
2023-05-11,Tea_Bench,MILKSHAKE,1,100,100,24802,831
2023-05-11,Tea_Bench,MOJITOS,1,90,90,24802,831
2023-05-11,Nomadic_Bites,PUFFS,75,17,1212,24802,831
2023-05-11,Coronation_bakery,RUSK & BREAD,30,57,1683,24802,831
2023-05-11,Coronation_bakery,SWEETS,17,37,615,24802,831
2023-05-11,Tea_Bench,TEA AND COFFEE,303,22,6464,24802,831
2023-05-12,Coronation_bakery,BISCUIT,7,63,435,17045,647
2023-05-12,Coronation_bakery,BROWNIE,15,53,786,17045,647
2023-05-12,Coronation_bakery,BUN,38,19,704,17045,647
2023-05-12,Coronation_bakery,CAKE,155,26,3921,17045,647
2023-05-12,Coronation_bakery,FRESH CREAM CAKE,2,42,84,17045,647
2023-05-12,Tea_Bench,ICE TEA,19,27,510,17045,647
2023-05-12,Tea_Bench,ICECREAM,27,32,845,17045,647
2023-05-12,Shanmuga_Nadar,KAARAM,21,47,980,17045,647
2023-05-12,Coronation_bakery,MACAROON,4,82,325,17045,647
2023-05-12,Nomadic_Bites,PUFFS,66,17,1065,17045,647
2023-05-12,Coronation_bakery,RUSK & BREAD,21,65,1359,17045,647
2023-05-12,Coronation_bakery,SWEETS,23,28,640,17045,647
